#,"Date Time, GMT-08:00","Temp, °F (LGR S/N: 21901549, SEN S/N: 21895908, LBL: Temp)","RH, % (LGR S/N: 21901549, SEN S/N: 21895908, LBL: RH)","Water Content, m³/m³ (LGR S/N: 21901549, SEN S/N: 21900338, LBL: Water Content)","Solar Radiation, W/m² (LGR S/N: 21901549, SEN S/N: 21903641, LBL: Solar Radiation)","Wind Speed, mph (LGR S/N: 21901549, SEN S/N: 21907852, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 21901549, SEN S/N: 21907852, LBL: Gust Speed)","Wind Direction, ø (LGR S/N: 21901549, SEN S/N: 21907852, LBL: Wind Direction)","Rain, in (LGR S/N: 21901549, SEN S/N: 21907471, LBL: Rain)"
120,3/9/2024 20:09,52.988,83.99,0.3877,0.6,0.74,2.24,344,0
121,3/9/2024 20:24,52.873,85.171,0.3883,0.6,0.74,1.5,349.6,0
122,3/9/2024 20:39,52.293,85.928,0.3883,0.6,0,1.5,9.8,0
123,3/9/2024 20:54,52.254,85.388,0.3883,0.6,0,1.5,64.6,0
124,3/9/2024 21:09,52.293,85.093,0.3877,0.6,0.74,2.24,21.1,0
125,3/9/2024 21:24,52.563,83.516,0.3872,0.6,0.74,2.24,18.3,0
126,3/9/2024 21:39,52.833,82.765,0.3883,0.6,0.74,1.5,11.2,0
127,3/9/2024 21:54,52.988,81.816,0.3883,0.6,0.74,2.24,4.2,0
128,3/9/2024 22:09,52.795,82.049,0.3877,0.6,0.74,2.24,16.8,0
129,3/9/2024 22:24,52.486,82.535,0.3872,0.6,0.74,2.24,355.2,0
130,3/9/2024 22:39,52.678,81.497,0.3872,0.6,0.74,2.24,355.2,0
131,3/9/2024 22:54,52.293,81.978,0.3877,0.6,0,2.24,348.2,0
132,3/9/2024 23:09,51.559,82.98,0.3877,0.6,0,0,348.2,0
133,3/9/2024 23:24,50.634,84.947,0.3872,0.6,0,0,348.2,0
134,3/9/2024 23:39,50.517,85.844,0.3865,0.6,0,1.5,355.2,0
135,3/9/2024 23:54,50.904,84.32,0.3865,0.6,0,1.5,355.2,0
136,3/10/2024 0:09,51.057,83.484,0.3865,0.6,0,2.24,355.2,0
137,3/10/2024 0:24,51.406,81.506,0.3865,0.6,0,1.5,355.2,0
138,3/10/2024 0:39,50.941,82.206,0.3872,0.6,0,1.5,355.2,0
139,3/10/2024 0:54,50.247,83.578,0.3872,0.6,0,0,355.2,0
140,3/10/2024 1:09,49.822,85.063,0.3872,0.6,0,0,355.2,0
141,3/10/2024 1:24,49.437,86.101,0.3865,0.6,0,0,355.2,0
142,3/10/2024 1:39,49.127,85.777,0.3865,0.6,0,0,355.2,0
143,3/10/2024 1:54,48.972,85.136,0.3865,0.6,0,0,355.2,0
144,3/10/2024 2:09,48.007,88.464,0.3865,0.6,0,1.5,355.2,0
145,3/10/2024 2:24,48.355,87.002,0.3859,0.6,0.74,1.5,51.9,0
146,3/10/2024 2:39,48.972,83.96,0.3865,0.6,0,0.74,47.7,0
147,3/10/2024 2:54,47.892,85.551,0.3859,0.6,0,0.74,47.7,0
148,3/10/2024 3:09,48.895,81.816,0.3859,0.6,0.74,2.24,54.8,0
149,3/10/2024 3:24,49.514,77.949,0.3859,0.6,0,1.5,7,0
150,3/10/2024 3:39,49.397,77.423,0.3859,0.6,0,1.5,2.8,0
151,3/10/2024 3:54,49.242,70.581,0.3859,0.6,0,0.74,25.3,0
152,3/10/2024 4:09,48.432,76.355,0.3854,0.6,0,0,25.3,0
153,3/10/2024 4:24,47.737,79.78,0.3859,0.6,0,1.5,30.9,0
154,3/10/2024 4:39,47.97,79.06,0.3854,0.6,0.74,3,25.3,0
155,3/10/2024 4:54,47.545,77.911,0.3859,0.6,0.74,2.24,338.3,0
156,3/10/2024 5:09,47.93,75.682,0.3854,0.6,0.74,2.24,0,0
157,3/10/2024 5:24,47.583,77.157,0.3854,0.6,0.74,1.5,14,0
158,3/10/2024 5:39,48.007,75.938,0.3854,0.6,0.74,1.5,30.9,0
159,3/10/2024 5:54,47.775,76.979,0.3854,0.6,0.74,1.5,15.4,0
160,3/10/2024 6:09,47.66,78.625,0.3854,4.4,0.74,2.24,2.8,0
161,3/10/2024 6:24,47.892,80.04,0.3854,18.1,0.74,2.24,7,0
162,3/10/2024 6:39,48.355,79.527,0.3854,30.6,0.74,2.24,355.2,0
163,3/10/2024 6:54,49.012,77.496,0.3854,46.9,0,1.5,4.2,0
164,3/10/2024 7:09,49.744,76.561,0.3854,66.9,0,1.5,50.5,0
165,3/10/2024 7:24,50.709,75.72,0.3854,91.9,0.74,2.24,57.6,0
166,3/10/2024 7:39,51.714,75.43,0.3859,124.4,0,1.5,43.5,0
167,3/10/2024 7:54,53.645,81.621,0.3854,161.9,0,0,43.5,0
168,3/10/2024 8:09,55.227,74.197,0.3859,183.1,0,0,43.5,0
169,3/10/2024 8:24,56.307,74.862,0.3859,195.6,0,0,43.5,0
170,3/10/2024 8:39,56.462,70.825,0.3859,271.9,0,0.74,46.3,0
171,3/10/2024 8:54,58.431,69.749,0.3854,355.6,0,2.24,75.8,0
172,3/10/2024 9:09,60.246,71.171,0.3859,465.6,0.74,3,209.2,0
173,3/10/2024 9:24,60.516,69.322,0.3859,385.6,0.74,3,193.7,0
174,3/10/2024 9:39,60.555,73.78,0.3865,310.6,0.74,3,206.4,0
175,3/10/2024 9:54,60.633,67.634,0.3859,364.4,0.74,3.74,193.7,0
176,3/10/2024 10:09,61.327,68.928,0.3865,400.6,0,2.24,227.4,0
177,3/10/2024 10:24,62.292,63.815,0.3865,490.6,0.74,2.24,214.8,0
178,3/10/2024 10:39,64.609,61.096,0.3865,659.4,0.74,3,258.3,0
179,3/10/2024 10:54,64.414,63.372,0.3865,701.9,0.74,3,223.2,0
180,3/10/2024 11:09,65.921,58.088,0.3865,735.6,1.5,4.47,213.4,0
181,3/10/2024 11:24,66.731,53.922,0.3865,498.1,1.5,3.74,241.5,0
182,3/10/2024 11:39,65.226,65.217,0.3865,655.6,1.5,3.74,176.9,0
183,3/10/2024 11:54,64.492,67.248,0.3865,710.6,2.24,5.23,168.5,0
184,3/10/2024 12:09,65.111,65.249,0.3872,663.1,2.24,4.47,182.5,0
185,3/10/2024 12:24,65.806,68.544,0.3865,493.1,1.5,4.47,219,0
186,3/10/2024 12:39,65.806,63.89,0.3872,736.9,0.74,3.74,237.3,0
187,3/10/2024 12:54,66.616,65.628,0.3865,738.1,1.5,3,203.6,0
188,3/10/2024 13:09,64.994,61.55,0.3872,658.1,1.5,3.74,185.3,0
189,3/10/2024 13:24,64.686,64.588,0.3872,435.6,1.5,3.74,200.8,0
190,3/10/2024 13:39,64.647,62.158,0.3872,756.9,1.5,4.47,176.9,0
191,3/10/2024 13:54,65.381,62.846,0.3872,484.4,2.24,4.47,175.5,0
192,3/10/2024 14:09,65.806,60.02,0.3877,640.6,1.5,3.74,178.3,0
193,3/10/2024 14:24,64.414,62.052,0.3872,305.6,1.5,4.47,189.5,0
194,3/10/2024 14:39,64.222,64.987,0.3877,501.9,0.74,3,195.1,0
195,3/10/2024 14:54,62.755,67.3,0.3872,235.6,0.74,3,242.9,0
196,3/10/2024 15:09,62.253,66.236,0.3877,220.6,0.74,3,234.5,0
197,3/10/2024 15:24,61.52,67.253,0.3872,124.4,0.74,3,248.5,0
198,3/10/2024 15:39,60.633,67.062,0.3877,94.4,0.74,3,195.1,0
199,3/10/2024 15:54,60.285,68.37,0.3872,79.4,0.74,2.24,234.5,0
200,3/10/2024 16:09,59.783,67.9,0.3865,71.9,0,2.24,231.6,0
201,3/10/2024 16:24,59.743,70.045,0.3872,84.4,0.74,2.24,60.4,0
202,3/10/2024 16:39,59.628,72.074,0.3872,70.6,0,1.5,53.3,0
203,3/10/2024 16:54,59.126,70.358,0.3865,49.4,0,1.5,46.3,0
204,3/10/2024 17:09,58.663,72.663,0.3872,36.9,0,0.74,32.3,0
205,3/10/2024 17:24,58.354,74.272,0.3872,31.9,0,0,32.3,0
206,3/10/2024 17:39,57.814,75.906,0.3865,20.6,0,1.5,32.3,0
207,3/10/2024 17:54,57.157,77.565,0.3872,5.6,0,0.74,32.3,0
208,3/10/2024 18:09,55.882,81.697,0.3859,0.6,0,0.74,32.3,0
209,3/10/2024 18:24,54.61,84.161,0.3859,0.6,0,2.24,25.3,0
210,3/10/2024 18:39,53.683,84.018,0.3872,0.6,0,1.5,355.2,0
211,3/10/2024 18:54,54.455,77.65,0.3859,0.6,0,2.24,0,0
212,3/10/2024 19:09,53.992,78.74,0.3859,0.6,0.74,2.24,2.8,0
213,3/10/2024 19:24,53.335,78.689,0.3872,0.6,0.74,2.24,327.1,0
214,3/10/2024 19:39,52.601,80.247,0.3859,0.6,0,1.5,355.2,0
215,3/10/2024 19:54,52.138,81.776,0.3859,0.6,0,1.5,36.5,0
216,3/10/2024 20:09,52.371,77.609,0.3854,0.6,0.74,2.24,50.5,0
217,3/10/2024 20:24,52.371,75.967,0.3865,0.6,0.74,4.47,57.6,0
218,3/10/2024 20:39,52.061,77.29,0.3854,0.6,0,1.5,9.8,0
219,3/10/2024 20:54,51.481,80.117,0.3854,0.6,0.74,2.24,8.4,0
220,3/10/2024 21:09,51.714,79.87,0.3854,0.6,0,3,0,0
221,3/10/2024 21:24,52.101,79.275,0.3854,0.6,0.74,4.47,35.1,0
222,3/10/2024 21:39,51.714,79.478,0.3854,0.6,0,2.24,33.7,0
223,3/10/2024 21:54,52.293,77.78,0.3854,0.6,0,1.5,18.3,0
224,3/10/2024 22:09,51.366,79.971,0.3847,0.6,0.74,1.5,353.8,0
225,3/10/2024 22:24,50.439,81.579,0.3847,0.6,0.74,2.24,54.8,0
226,3/10/2024 22:39,50.286,82.087,0.3847,0.6,0.74,3,28.1,0
227,3/10/2024 22:54,50.169,81.076,0.3847,0.6,0,2.24,353.8,0
228,3/10/2024 23:09,49.939,80.108,0.3847,0.6,0.74,2.24,355.2,0
229,3/10/2024 23:24,49.552,82.988,0.3847,0.6,0,1.5,355.2,0
230,3/10/2024 23:39,49.05,85.438,0.3847,0.6,0,1.5,8.4,0
231,3/10/2024 23:54,48.857,85.4,0.3847,0.6,0.74,2.24,18.3,0
232,3/11/2024 0:09,48.123,87.822,0.384,0.6,0,1.5,348.2,0
233,3/11/2024 0:24,48.24,88.89,0.384,0.6,0,2.24,1.4,0
234,3/11/2024 0:39,48.432,88.902,0.384,0.6,0.74,2.24,1.4,0
235,3/11/2024 0:54,48.587,87.672,0.384,0.6,0.74,2.24,19.7,0
236,3/11/2024 1:09,49.05,84.732,0.384,0.6,0.74,2.24,355.2,0
237,3/11/2024 1:24,49.05,83.542,0.384,0.6,0.74,2.24,352.4,0
238,3/11/2024 1:39,48.587,86.059,0.384,0.6,0,2.24,0,0
239,3/11/2024 1:54,48.432,88.664,0.3834,0.6,0,1.5,23.9,0
240,3/11/2024 2:09,48.934,90.103,0.3834,0.6,0,0.74,42.1,0
241,3/11/2024 2:24,49.514,89.369,0.384,0.6,0,1.5,32.3,0
242,3/11/2024 2:39,50.131,89.667,0.384,0.6,0,0,29.5,0
243,3/11/2024 2:54,49.474,89.073,0.3834,0.6,0,0.74,25.3,0
244,3/11/2024 3:09,49.242,87.144,0.384,0.6,0,1.5,46.3,0
245,3/11/2024 3:24,49.089,87.15,0.3834,0.6,0,0,50.5,0
246,3/11/2024 3:39,48.277,88.881,0.3834,0.6,0,0,50.5,0
247,3/11/2024 3:54,48.394,91.475,0.3834,0.6,0,0,50.5,0
248,3/11/2024 4:09,48.625,91.644,0.3834,0.6,0,0.74,51.9,0
249,3/11/2024 4:24,48.664,93.138,0.3834,0.6,0.74,2.24,64.6,0
250,3/11/2024 4:39,48.51,93.591,0.3834,0.6,0,1.5,18.3,0
251,3/11/2024 4:54,48.664,93.884,0.3834,0.6,0,1.5,21.1,0
252,3/11/2024 5:09,48.123,94.34,0.3834,0.6,0,0.74,23.9,0
253,3/11/2024 5:24,48.047,94.519,0.3834,0.6,0.74,2.24,42.1,0
254,3/11/2024 5:39,47.428,95.015,0.3834,0.6,0,1.5,18.3,0
255,3/11/2024 5:54,46.888,94.676,0.3834,0.6,0.74,2.24,0,0
256,3/11/2024 6:09,46.733,94.846,0.3834,1.9,0.74,1.5,9.8,0
257,3/11/2024 6:24,46.888,94.899,0.3834,11.9,0.74,1.5,12.6,0
258,3/11/2024 6:39,47.815,95.535,0.3834,10.6,0,2.24,28.1,0
259,3/11/2024 6:54,48.78,94.717,0.3834,36.9,0,0,35.1,0
260,3/11/2024 7:09,49.667,92.473,0.3829,191.9,0,0,0,0
261,3/11/2024 7:24,54.415,82.77,0.3834,269.4,0,0,0,0
262,3/11/2024 7:39,56.694,80.179,0.384,310.6,0,0,0,0
263,3/11/2024 7:54,56.849,79.829,0.384,386.9,0,2.24,77.2,0
264,3/11/2024 8:09,58.431,78.685,0.3834,573.1,0.74,3,214.8,0
265,3/11/2024 8:24,56.694,79.271,0.384,253.1,0.74,3,205,0
266,3/11/2024 8:39,58.239,74.212,0.384,554.4,0.74,3,175.5,0
267,3/11/2024 8:54,58.663,71.363,0.3834,558.1,0.74,3,157.2,0
268,3/11/2024 9:09,61.018,70.636,0.384,590.6,0.74,3,182.5,0
269,3/11/2024 9:24,62.407,62.763,0.384,631.9,0.74,3,261.1,0
270,3/11/2024 9:39,62.022,66.676,0.384,650.6,1.5,4.47,300.4,0
271,3/11/2024 9:54,61.327,69.683,0.384,679.4,1.5,4.47,189.5,0
272,3/11/2024 10:09,60.98,71.341,0.3847,743.1,1.5,4.47,183.9,0
273,3/11/2024 10:24,60.593,72.743,0.3847,405.6,1.5,3.74,181.1,0
274,3/11/2024 10:39,59.473,75.917,0.3847,996.9,1.5,3.74,176.9,0
275,3/11/2024 10:54,59.783,74.975,0.3847,336.9,1.5,4.47,153,0
276,3/11/2024 11:09,62.137,69.52,0.3847,268.1,1.5,5.23,178.3,0
277,3/11/2024 11:24,59.706,75.38,0.3847,225.6,1.5,4.47,185.3,0
278,3/11/2024 11:39,63.334,67.863,0.384,1104.4,0.74,3,202.2,0
279,3/11/2024 11:54,62.524,70.828,0.3854,465.6,0.74,3,210.6,0
280,3/11/2024 12:09,65.304,65.547,0.3854,419.4,1.5,4.47,190.9,0
281,3/11/2024 12:24,64.492,60.038,0.3859,935.6,1.5,4.47,205,0
282,3/11/2024 12:39,66.076,60.154,0.3854,864.4,1.5,5.97,198,0
283,3/11/2024 12:54,65.766,57.719,0.3859,770.6,1.5,5.23,230.2,0
284,3/11/2024 13:09,66.191,62.448,0.3854,764.4,1.5,3.74,268.1,0
285,3/11/2024 13:24,65.071,65.098,0.3854,796.9,1.5,4.47,224.6,0
286,3/11/2024 13:39,65.574,65.116,0.3847,828.1,1.5,3.74,258.3,0
287,3/11/2024 13:54,64.879,65.473,0.3859,793.1,1.5,3.74,280.8,0
288,3/11/2024 14:09,63.604,66.613,0.3859,606.9,1.5,5.23,285,0
289,3/11/2024 14:24,64.414,67.555,0.3854,626.9,1.5,5.23,261.1,0
290,3/11/2024 14:39,61.983,73.567,0.3859,449.4,1.5,4.47,255.5,0
291,3/11/2024 14:54,62.562,70.787,0.3859,236.9,1.5,3,256.9,0
292,3/11/2024 15:09,61.443,74.751,0.3859,185.6,1.5,3.74,262.5,0
293,3/11/2024 15:24,60.208,77.125,0.3859,163.1,0.74,3,276.6,0
294,3/11/2024 15:39,59.241,76.059,0.3859,95.6,0.74,3,311.7,0
295,3/11/2024 15:54,59.126,78.398,0.3859,186.9,0.74,3.74,217.6,0
296,3/11/2024 16:09,59.241,75.412,0.3859,128.1,0.74,2.24,234.5,0
297,3/11/2024 16:24,59.126,77.078,0.3854,76.9,0.74,2.24,254.1,0
298,3/11/2024 16:39,58.779,76.89,0.3859,140.6,0.74,3,233.1,0
299,3/11/2024 16:54,58.316,79.115,0.3859,59.4,0,1.5,210.6,0
300,3/11/2024 17:09,58.006,79.318,0.3854,68.1,0,0,192.3,0
301,3/11/2024 17:24,57.736,81.408,0.3859,34.4,0,1.5,192.3,0
302,3/11/2024 17:39,57.389,80.961,0.3859,20.6,0,0,192.3,0
303,3/11/2024 17:54,56.617,80.992,0.3847,6.9,0,0,192.3,0
304,3/11/2024 18:09,55.342,81.927,0.3847,0.6,0,0,192.3,0
305,3/11/2024 18:24,55.035,76.773,0.384,0.6,0,3.74,244.3,0
306,3/11/2024 18:39,53.76,81.259,0.384,0.6,0,1.5,179.7,0
307,3/11/2024 18:54,53.875,77.646,0.384,0.6,0.74,2.24,188.1,0
308,3/11/2024 19:09,54.532,75.105,0.3847,0.6,0.74,3,349.6,0
309,3/11/2024 19:24,55.112,72.947,0.384,0.6,0.74,3,355.2,0
310,3/11/2024 19:39,54.88,77.423,0.384,0.6,0.74,3.74,110.9,0
311,3/11/2024 19:54,53.76,82.416,0.384,0.6,0,1.5,136.2,0
312,3/11/2024 20:09,53.026,85.167,0.384,0.6,0,1.5,127.8,0
313,3/11/2024 20:24,52.756,82.701,0.384,0.6,0,2.24,57.6,0
